,Unnamed: 0,id,host_id,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,host_response_time,host_identity_verified,host_response_rate,host_is_superhost,nr_of_bathrooms,bedrooms,accommodates,review_scores_rating,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value
7761,13239,37342292,2372087,Lisboa,Arroios,38.73026,-9.13483,4,150,3,4,1.9,58,357,4,1,1,1.0,1,2.0,3.0,7,5.0,5.0,5.0,5.0,5.0,5.0
7762,13241,37344784,62971102,Vila Franca De Xira,Pvoa de Santa Iria e Forte da Casa,38.86452,-9.07833,4,80,1,8,0.3,3,336,3,1,1,1.0,1,1.0,2.0,4,4.88,4.88,4.63,4.75,4.38,4.5
7763,13245,37353839,32357937,Lisboa,Campo de Ourique,38.71663,-9.1601,4,65,6,13,0.46,3,331,6,1,1,1.0,0,1.0,1.0,2,4.69,4.92,4.85,5.0,4.92,4.46
7764,13247,37356952,25391913,Cascais,Cascais e Estoril,38.70457,-9.41934,4,220,3,4,0.15,32,298,1,1,1,1.0,0,2.5,3.0,8,4.75,4.75,5.0,5.0,4.75,4.5
7765,13248,37360000,249893965,Lisboa,Belm,38.70196,-9.20702,4,50,2,42,1.53,1,269,23,1,1,1.0,1,1.0,2.0,4,4.74,4.64,4.83,4.86,4.93,4.83
7766,13249,37383778,143701949,Lisboa,Estrela,38.70514,-9.16776,4,74,1,3,0.87,39,54,3,1,1,0.93,0,1.0,1.0,4,4.67,4.67,5.0,5.0,5.0,4.33
7767,13250,37383779,143701949,Lisboa,Estrela,38.70363,-9.16831,4,89,1,3,0.58,39,333,3,1,1,0.93,0,1.0,2.0,4,4.33,5.0,5.0,4.67,4.33,4.67
7768,13252,37383783,143701949,Lisboa,Santo Antnio,38.71813,-9.15424,4,107,1,4,0.15,39,327,0,1,1,0.93,0,1.5,3.0,6,3.75,4.5,4.75,4.0,5.0,3.75
7769,13253,37391427,265211529,Lisboa,Santa Maria Maior,38.71257,-9.13742,4,164,2,94,3.47,14,140,41,1,1,1.0,1,3.0,2.0,6,4.68,4.73,4.65,4.59,4.99,4.65
7770,13254,37413479,10366974,Lisboa,Santa Maria Maior,38.71167,-9.12886,4,64,3,26,0.91,20,355,16,1,1,1.0,1,1.0,1.0,2,4.96,4.85,4.81,4.88,4.96,4.88
7771,13255,37414499,18351472,Lisboa,Parque das Naes,38.78026,-9.09693,4,140,4,2,0.08,1,351,1,3,1,1.0,0,2.0,2.0,3,5.0,5.0,5.0,5.0,5.0,5.0
7772,13256,37418374,278174577,Lisboa,Santa Maria Maior,38.71291,-9.13763,1,40,1,4,0.73,15,23,4,1,1,1.0,0,5.0,1.0,2,4.0,4.25,4.5,4.75,5.0,4.5
7773,13258,37424397,282167323,Lisboa,Misericrdia,38.71236,-9.14646,2,39,1,1,0.04,1,0,0,1,0,1.0,0,1.5,1.0,4,1.0,5.0,2.0,3.0,4.0,1.0
7774,13259,37425507,127314813,Torres Vedras,Silveira,39.13346,-9.38266,4,112,3,9,0.32,14,346,5,1,1,1.0,1,3.0,2.0,5,5.0,5.0,5.0,5.0,5.0,4.89
7775,13260,37429993,44031300,Lisboa,Misericrdia,38.71115,-9.14431,4,99,2,23,0.81,2,169,8,1,1,1.0,0,1.0,2.0,4,4.87,5.0,4.91,4.96,4.87,4.83
7776,13262,37453355,84627990,Lisboa,Belm,38.70008,-9.2001,4,48,1,74,2.63,30,168,38,1,1,1.0,1,1.0,2.0,4,4.74,4.77,4.76,4.91,4.74,4.72
7777,13265,37472841,106937197,Cascais,Cascais e Estoril,38.70424,-9.39454,4,140,2,6,0.22,25,0,3,1,1,1.0,1,2.0,2.0,4,5.0,5.0,4.83,4.83,4.83,4.5
7778,13267,37482016,282764655,Lisboa,Santa Maria Maior,38.70999,-9.13474,4,70,2,51,1.83,1,315,22,1,1,1.0,0,1.0,1.0,2,4.57,4.65,4.86,4.53,4.92,4.67
7779,13269,37485648,280926628,Mafra,Santo Isidoro,38.99515,-9.41425,2,40,1,7,0.25,6,252,0,1,1,1.0,0,1.5,1.0,2,4.43,4.29,5.0,4.86,4.71,4.71
7780,13274,37490401,282863598,Lisboa,Santa Maria Maior,38.7097,-9.13487,4,105,1,2,1.67,2,345,2,1,1,1.0,0,2.0,3.0,6,4.5,5.0,5.0,4.5,5.0,5.0
7781,13277,37497067,10366974,Lisboa,Santa Maria Maior,38.71167,-9.12886,4,59,3,12,0.44,20,355,6,1,1,1.0,1,1.0,1.0,2,4.75,4.75,4.83,4.58,4.92,4.92
7782,13282,37513764,248295074,Lisboa,Arroios,38.72031,-9.13532,4,112,2,49,1.75,2,182,23,3,1,1.0,0,2.0,2.0,6,4.59,4.59,4.73,4.57,4.51,4.63
7783,13286,37515471,55523610,Cascais,Cascais e Estoril,38.70895,-9.41026,3,54,1,1,0.06,10,302,0,1,1,1.0,0,4.5,1.0,4,5.0,4.0,5.0,4.0,3.0,5.0
7784,13290,37516802,55523610,Cascais,Cascais e Estoril,38.70739,-9.40909,3,66,1,3,0.25,10,354,3,1,1,1.0,0,1.5,1.0,3,5.0,5.0,5.0,5.0,4.67,4.67
7785,13291,37517327,55523610,Cascais,Cascais e Estoril,38.70844,-9.40948,3,112,1,6,0.29,10,287,2,1,1,1.0,0,4.5,1.0,2,4.83,4.83,4.83,5.0,5.0,4.83
7786,13292,37521478,283246174,Lisboa,So Vicente,38.71941,-9.12478,4,61,2,21,0.88,1,332,18,1,1,1.0,0,1.0,2.0,4,4.57,4.52,4.95,5.0,4.52,4.57
7787,13295,37527095,70202819,Cascais,Alcabideche,38.71403,-9.41553,2,30,3,20,0.72,3,154,10,1,1,1.0,0,1.0,1.0,2,4.9,4.95,5.0,5.0,4.8,4.95
7788,13296,37527447,70202819,Cascais,Alcabideche,38.71392,-9.41657,2,30,3,18,0.67,3,157,6,1,1,1.0,0,1.0,1.0,2,4.89,4.89,5.0,5.0,4.67,4.89
7789,13297,37530665,177131529,Lisboa,Ajuda,38.70591,-9.20182,4,300,1,21,0.74,3,0,0,1,1,0.83,0,1.0,2.0,6,4.1,4.14,4.43,4.48,4.62,4.19
7790,13298,37533963,63096618,Lisboa,Santa Maria Maior,38.71219,-9.14253,4,110,2,52,1.85,2,350,25,1,1,1.0,1,1.0,4.0,6,4.69,4.83,4.87,4.85,5.0,4.81
7791,13299,37543006,39321196,Lourinh,Lourinh e Atalaia,39.24082,-9.31286,4,129,6,3,0.11,2,1,0,3,1,1.0,0,3.0,3.0,6,4.33,4.33,5.0,4.67,4.0,4.33
7792,13301,37545117,104339763,Lisboa,Lumiar,38.76169,-9.16883,4,46,15,10,0.5,1,0,6,3,1,1.0,1,1.0,1.0,2,4.9,5.0,4.9,4.9,4.7,4.8
7794,13308,37557444,14057105,Lisboa,Areeiro,38.74002,-9.13484,4,48,2,12,0.43,1,145,4,1,1,0.8,0,1.0,1.0,2,4.4,4.3,4.8,5.0,4.8,3.6
7795,13310,37559420,104083974,Lisboa,Carnide,38.75991,-9.18838,4,48,2,9,0.33,73,321,6,1,1,0.95,0,1.0,1.0,4,3.67,4.0,3.56,4.33,4.44,3.78
7796,13311,37559423,104083974,Lisboa,Carnide,38.75982,-9.18837,4,39,2,8,0.32,73,294,5,1,1,0.95,0,1.0,1.0,4,3.63,3.38,4.0,3.5,4.63,4.25
7797,13312,37559426,104083974,Lisboa,Carnide,38.75993,-9.18834,4,64,2,11,0.41,73,328,5,1,1,0.95,0,1.0,2.0,6,4.09,4.09,3.36,3.64,4.27,3.82
7798,13313,37559501,67237567,Cascais,Carcavelos e Parede,38.68406,-9.32717,4,80,1,23,0.81,1,340,12,1,1,1.0,1,2.0,3.0,8,4.83,4.96,4.96,5.0,4.78,4.52
7799,13314,37560842,280926628,Mafra,Santo Isidoro,38.99607,-9.41271,2,30,2,1,0.04,6,68,0,1,1,1.0,0,1.5,1.0,2,5.0,5.0,5.0,5.0,5.0,5.0
7800,13318,37579267,283908152,Lisboa,So Vicente,38.71587,-9.13215,4,72,1,66,2.33,2,315,18,1,1,1.0,1,1.0,1.0,4,4.88,4.95,4.79,4.89,4.82,4.8
7801,13319,37580934,283908152,Lisboa,So Vicente,38.71575,-9.13226,4,65,1,49,1.75,2,340,11,1,1,1.0,1,1.0,1.0,4,4.88,5.0,4.88,4.9,4.82,4.84
7802,13320,37586472,24939544,Torres Vedras,So Pedro da Cadeira,39.06054,-9.40861,4,54,2,14,0.5,1,167,6,1,1,1.0,0,2.0,3.0,6,4.86,5.0,4.79,5.0,4.57,4.79
7803,13326,37592671,284015863,Lisboa,Arroios,38.73309,-9.14445,4,88,3,21,0.75,1,326,7,1,1,1.0,0,2.0,3.0,6,4.38,4.29,4.29,4.48,4.71,4.48
7804,13327,37598386,284053503,Odivelas,Ramada e Caneas,38.81233,-9.19062,4,60,4,22,0.79,2,233,12,1,1,1.0,0,2.0,2.0,4,4.59,4.32,4.77,4.45,4.59,4.68
7805,13328,37612888,5691663,Lisboa,Arroios,38.72047,-9.13349,4,63,2,45,1.6,65,351,22,1,1,1.0,1,1.0,2.0,4,4.82,4.98,4.64,4.71,4.64,4.76
7806,13331,37620030,13567546,Lisboa,Santa Maria Maior,38.71097,-9.13551,4,98,1,63,2.23,22,348,32,1,1,1.0,1,2.0,3.0,8,4.86,4.98,4.9,4.97,4.94,4.71
7807,13332,37621550,284227724,Cascais,Cascais e Estoril,38.70489,-9.42526,4,85,4,12,0.44,1,58,0,1,0,1.0,0,2.0,2.0,6,5.0,5.0,5.0,5.0,5.0,4.91
7808,13333,37621774,2691312,Lisboa,Santo Antnio,38.71632,-9.14727,4,75,2,7,0.26,2,137,3,1,1,1.0,1,2.5,2.0,4,5.0,5.0,5.0,5.0,5.0,4.71
7809,13334,37622013,231641709,Sintra,Queluz e Belas,38.77713,-9.25919,4,36,3,12,0.43,1,347,6,1,1,1.0,0,1.0,1.0,4,4.58,4.83,4.92,4.83,4.0,4.42
7810,13335,37623669,61033404,Lisboa,Santo Antnio,38.71968,-9.15159,4,92,2,38,1.38,25,360,14,1,1,0.92,0,1.0,1.0,4,4.66,4.82,4.87,4.84,4.84,4.58
7811,13336,37624737,284264385,Loures,Loures,38.8391,-9.16137,4,37,5,11,0.4,1,51,3,1,1,1.0,0,2.0,3.0,5,3.9,4.1,4.8,4.5,4.6,4.2
7812,13338,37640495,262777702,Sintra,Colares,38.80807,-9.45336,4,265,5,3,0.61,2,300,3,1,1,1.0,0,2.0,4.0,6,5.0,5.0,5.0,5.0,5.0,4.33
7813,13339,37646260,181902,Lisboa,Santo Antnio,38.72306,-9.15624,4,179,1,35,1.27,18,264,20,1,1,1.0,1,3.0,4.0,10,4.89,4.94,4.86,4.91,4.71,4.69
7814,13341,37649719,2372087,Lisboa,Marvila,38.74083,-9.10285,4,471,3,17,0.61,58,1,9,1,1,1.0,1,8.5,8.0,16,5.0,4.82,5.0,5.0,4.65,4.71
7815,13343,37658667,284573341,Lisboa,Avenidas Novas,38.72979,-9.14969,4,70,1,31,1.11,1,307,0,4,0,0.0,0,1.5,1.0,4,4.32,4.45,4.32,4.19,4.9,4.42
7816,13344,37661131,2001523,Lisboa,Santa Maria Maior,38.71406,-9.13561,4,54,2,18,1.1,8,332,15,1,1,1.0,0,1.0,1.0,4,4.83,4.72,4.67,4.72,4.83,4.56
7817,13346,37676594,3043283,Cascais,Carcavelos e Parede,38.693,-9.34826,2,44,4,3,0.11,1,363,1,3,1,1.0,0,1.0,1.0,2,5.0,5.0,5.0,5.0,5.0,5.0
7818,13347,37679658,51946021,Oeiras,Carnaxide e Queijas,38.71982,-9.22035,2,30,3,1,0.04,1,170,0,1,1,1.0,0,1.0,1.0,2,5.0,5.0,5.0,5.0,5.0,5.0
7819,13349,37681858,3792121,Cascais,Carcavelos e Parede,38.69034,-9.35834,4,450,3,6,0.35,5,293,4,1,1,1.0,0,3.5,8.0,16,4.83,4.83,5.0,5.0,4.83,4.5
7820,13351,37698115,284683929,Lisboa,Santa Maria Maior,38.7124,-9.12625,4,59,2,14,0.5,1,365,4,1,1,1.0,0,1.0,1.0,3,4.07,4.36,4.64,4.21,5.0,4.43
7821,13352,37698787,280571720,Lisboa,Parque das Naes,38.75825,-9.09242,4,120,1,12,0.5,2,363,1,1,1,1.0,0,1.0,1.0,3,4.83,5.0,4.83,4.92,4.92,4.67
7822,13354,37704615,153296820,Lisboa,Santa Maria Maior,38.7113,-9.1293,4,94,2,10,0.36,4,242,0,1,1,0.8,1,1.0,1.0,4,4.6,4.7,4.1,4.4,4.9,4.4
7823,13355,37709204,2686017,Lisboa,Penha de Frana,38.73109,-9.13256,4,65,3,6,0.22,4,350,2,1,1,0.91,0,1.0,2.0,6,4.67,4.67,5.0,4.83,4.83,4.67
7824,13356,37715455,285092565,Cascais,Cascais e Estoril,38.70496,-9.42446,4,130,4,1,0.04,1,211,0,2,0,1.0,0,2.5,3.0,6,5.0,5.0,5.0,5.0,5.0,5.0
7825,13357,37726787,84627990,Lisboa,Belm,38.69809,-9.20046,4,71,1,114,4.16,30,96,56,1,1,1.0,1,1.5,1.0,4,4.86,4.73,4.92,4.95,4.87,4.83
7826,13359,37733148,59156390,Lisboa,Santo Antnio,38.72226,-9.14558,4,144,2,85,3.05,17,166,40,1,1,1.0,1,2.0,2.0,7,4.93,4.86,4.98,4.99,4.99,4.8
7827,13360,37736474,285259305,Lisboa,Santo Antnio,38.72622,-9.1466,4,80,2,12,0.44,1,36,1,1,0,1.0,1,1.0,1.0,2,4.92,4.67,4.92,4.92,4.58,4.58
7828,13363,37748959,195616739,Cascais,Carcavelos e Parede,38.69307,-9.34953,4,50,4,15,0.58,8,176,6,1,1,0.92,0,1.0,3.0,6,4.07,4.0,4.71,4.57,4.36,3.64
7829,13365,37761050,228869638,Lisboa,Estrela,38.71419,-9.15468,4,52,2,21,0.75,25,90,6,1,1,1.0,1,2.0,2.0,5,4.86,5.0,4.76,4.9,4.9,4.86
7830,13366,37770484,284815569,Cascais,Cascais e Estoril,38.73522,-9.45396,2,75,2,36,1.31,1,70,18,1,0,1.0,1,1.0,1.0,2,5.0,5.0,5.0,4.97,4.94,4.86
7831,13367,37770787,285679616,Lisboa,Penha de Frana,38.73343,-9.12229,4,119,4,6,0.21,2,0,0,2,0,1.0,0,1.0,1.0,4,4.67,5.0,5.0,5.0,3.83,4.5
7832,13371,37797280,238490268,Lisboa,Arroios,38.73373,-9.13524,2,23,4,14,0.53,9,155,10,1,1,1.0,1,1.0,1.0,2,4.57,4.57,5.0,4.93,4.79,4.64
7833,13372,37817119,102699478,Oeiras,"Oeiras e S.Julio da Barra, Pao de Arcos e Caxias",38.69619,-9.29256,4,85,1,14,0.52,3,292,8,1,1,1.0,0,1.0,2.0,5,4.71,4.64,4.79,4.86,4.93,4.5
7834,13373,37823082,22213117,Lisboa,Benfica,38.74825,-9.19649,4,43,2,5,0.18,1,191,0,2,1,1.0,0,1.0,1.0,3,3.4,4.4,4.4,4.6,4.0,3.4
7835,13374,37826166,6552656,Lisboa,Santa Maria Maior,38.71019,-9.12841,2,25,3,30,1.17,4,132,12,1,1,1.0,0,1.0,1.0,2,4.77,4.7,4.97,4.9,4.97,4.87
7836,13376,37827987,6552656,Lisboa,Santa Maria Maior,38.71143,-9.12992,2,22,3,20,0.8,4,40,11,1,1,1.0,0,1.0,1.0,1,4.9,4.9,4.9,5.0,4.95,4.9
7837,13377,37828449,283364483,Lisboa,Avenidas Novas,38.74637,-9.15234,4,47,3,19,0.68,1,268,13,1,1,1.0,1,1.0,2.0,4,4.89,4.84,4.63,4.89,4.74,4.63
7838,13378,37829276,29202743,Lisboa,Olivais,38.78103,-9.11952,4,104,3,2,0.08,13,351,1,2,1,0.76,1,1.0,2.0,4,5.0,5.0,5.0,5.0,5.0,5.0
7839,13381,37848267,71179272,Lisboa,Santa Maria Maior,38.71256,-9.13733,4,47,2,105,3.76,18,236,39,1,1,1.0,1,1.0,2.0,4,4.89,4.99,4.97,4.92,4.96,4.92
7840,13384,37859355,286345752,Cascais,Carcavelos e Parede,38.6853,-9.34234,2,75,2,1,0.63,5,365,1,1,1,1.0,0,1.0,1.0,4,5.0,5.0,5.0,5.0,5.0,5.0
7841,13385,37859871,286345752,Cascais,Carcavelos e Parede,38.68333,-9.34292,2,70,2,1,0.71,5,365,1,1,1,1.0,0,1.0,1.0,2,4.0,5.0,5.0,5.0,5.0,5.0
7842,13386,37860128,286345752,Cascais,Carcavelos e Parede,38.68522,-9.34205,4,100,2,1,0.09,5,365,1,1,1,1.0,0,1.0,1.0,4,5.0,5.0,5.0,5.0,5.0,5.0
7843,13387,37860435,1112766,Lisboa,Santa Maria Maior,38.71232,-9.12907,4,43,1,26,0.93,3,298,11,1,1,1.0,1,1.0,1.0,4,4.85,4.96,4.69,4.96,4.96,4.65
7844,13388,37866732,256805668,Loures,Sacavm e Prior Velho,38.79143,-9.1113,2,25,1,37,1.32,3,335,5,1,0,1.0,1,1.0,1.0,2,4.59,4.81,4.73,4.86,4.35,4.76
7845,13389,37869990,14112508,Lisboa,Estrela,38.7111,-9.1595,4,35,2,10,0.37,2,0,0,1,1,0.94,0,1.0,1.0,4,4.6,4.3,4.8,5.0,4.7,4.5
7846,13390,37870081,286836843,Cascais,Cascais e Estoril,38.70759,-9.38495,4,113,2,18,0.67,1,42,10,1,0,0.9,0,2.5,3.0,6,4.56,4.44,5.0,5.0,4.39,4.67
7847,13391,37880459,5606848,Lisboa,Santa Maria Maior,38.71182,-9.12663,4,96,2,38,1.49,1,325,21,1,1,1.0,0,2.0,3.0,5,4.76,4.95,4.87,4.89,4.87,4.61
7848,13392,37896198,287070424,Lisboa,Alcntara,38.69904,-9.1914,4,66,2,10,0.36,1,310,1,1,1,1.0,0,1.0,1.0,4,4.5,4.6,4.8,4.6,4.4,4.2
7849,13393,37896734,5691663,Lisboa,Misericrdia,38.70934,-9.14697,4,59,2,35,1.26,65,341,19,1,1,1.0,1,1.0,1.0,2,4.77,4.94,4.94,4.91,4.91,4.66
7850,13394,37900459,242050985,Lisboa,Arroios,38.73213,-9.13246,2,39,1,45,1.63,24,166,19,1,1,0.99,0,2.0,1.0,4,4.2,4.18,4.33,4.49,4.33,4.38
7851,13395,37900935,180316569,Lisboa,Santo Antnio,38.72392,-9.14566,4,200,3,8,0.29,1,345,0,1,1,1.0,0,1.0,2.0,6,5.0,4.88,5.0,5.0,5.0,5.0
7852,13397,37910798,16612374,Lisboa,Penha de Frana,38.72658,-9.12434,4,60,3,4,0.16,2,280,0,1,1,1.0,1,1.0,1.0,4,5.0,5.0,5.0,5.0,5.0,5.0
7853,13398,37913455,46170730,Lisboa,Santa Maria Maior,38.71347,-9.13088,4,97,2,18,0.65,13,297,0,1,1,1.0,0,1.0,1.0,2,4.72,4.94,5.0,5.0,4.94,4.83
7854,13405,37929165,5691663,Lisboa,Campolide,38.72791,-9.16536,4,60,2,66,2.41,65,335,31,1,1,1.0,1,1.0,1.0,2,4.76,4.97,4.89,4.82,4.21,4.77
7855,13406,37930699,1112766,Lisboa,Santa Maria Maior,38.7124,-9.1294,4,50,1,24,0.87,3,305,11,1,1,1.0,1,1.0,1.0,4,4.92,4.88,4.88,5.0,5.0,4.83
7856,13408,37937148,104083974,Lisboa,Santa Maria Maior,38.71247,-9.13822,4,98,2,14,0.55,73,279,8,1,1,0.95,0,2.0,2.0,6,4.57,4.36,3.71,4.21,5.0,4.71
7857,13409,37956098,287756818,Lisboa,Arroios,38.733,-9.13458,4,90,2,19,0.68,1,163,9,1,1,1.0,1,1.0,2.0,4,4.95,4.84,4.95,4.95,4.79,4.89
7858,13411,37960125,120512721,Cascais,Cascais e Estoril,38.69993,-9.4181,4,65,4,36,1.32,1,128,16,1,1,1.0,1,1.0,2.0,4,4.94,4.94,5.0,4.97,5.0,4.8
7859,13412,37963927,17163789,Lisboa,So Vicente,38.71887,-9.13087,4,130,1,17,0.64,16,346,3,1,1,1.0,1,2.0,3.0,6,5.0,5.0,4.88,4.88,4.88,4.82
7860,13414,37968856,5691663,Lisboa,Campolide,38.72759,-9.16449,4,60,2,62,2.25,65,326,26,1,1,1.0,1,1.0,1.0,2,4.89,4.98,4.97,4.94,4.55,4.79
7861,13415,37969231,5691663,Lisboa,Campolide,38.72716,-9.16423,4,64,2,16,0.59,65,355,10,1,1,1.0,1,1.0,2.0,4,4.88,4.94,5.0,5.0,4.44,4.75
7862,13417,37969872,5691663,Lisboa,Campolide,38.72791,-9.16536,4,58,2,24,0.87,65,337,13,1,1,1.0,1,1.0,3.0,5,4.75,4.96,4.96,5.0,4.54,4.88
7863,13421,37991168,288127643,Lourinh,Lourinh e Atalaia,39.27744,-9.30076,4,86,3,1,0.27,1,362,1,2,1,0.75,0,3.0,3.0,6,5.0,5.0,5.0,4.0,4.0,5.0
7864,13422,37992920,211331790,Lisboa,Misericrdia,38.71008,-9.15118,4,144,3,48,1.75,2,61,24,1,1,1.0,0,2.0,3.0,6,4.69,4.56,4.92,4.96,4.9,4.63
7865,13423,37994147,67923630,Lisboa,Santo Antnio,38.71755,-9.15216,4,61,2,19,0.69,2,287,8,1,1,1.0,0,1.0,1.0,3,4.95,4.74,4.95,5.0,4.84,4.79
7866,13425,38013734,107564567,Lisboa,Santa Maria Maior,38.719276,-9.136786,2,147,2,2,0.07,6,363,1,1,1,1.0,0,1.0,1.0,2,5.0,5.0,5.0,5.0,5.0,5.0
7867,13427,38015412,270929198,Lisboa,Avenidas Novas,38.73309,-9.14612,2,69,1,3,0.42,4,351,3,1,1,0.9,0,1.0,1.0,2,4.33,4.67,4.33,4.33,4.0,4.33
7868,13429,38015472,270929198,Lisboa,Avenidas Novas,38.73255,-9.14813,2,99,1,1,0.16,4,301,1,1,1,0.9,0,1.0,1.0,3,5.0,5.0,5.0,5.0,5.0,5.0
7869,13430,38022030,269093459,Lisboa,Alcntara,38.7056,-9.17644,1,19,1,4,0.15,25,253,0,1,1,1.0,0,1.0,1.0,1,5.0,5.0,5.0,5.0,5.0,5.0
7870,13433,38025362,269093459,Lisboa,Alcntara,38.70526,-9.17783,1,20,1,4,0.15,25,8,0,1,1,1.0,0,4.5,1.0,1,5.0,4.67,5.0,5.0,4.67,5.0
7871,13434,38025384,269093459,Lisboa,Alcntara,38.70374,-9.17724,2,45,1,15,0.55,25,365,9,1,1,1.0,0,1.5,1.0,2,3.6,3.6,4.6,4.47,4.4,3.67
7872,13435,38027037,202829177,Sintra,Cacm e So Marcos,38.74905,-9.301,4,69,2,25,0.94,1,153,12,1,1,1.0,0,1.0,2.0,6,4.72,4.44,4.64,4.68,4.24,4.56
7873,13436,38032784,14317794,Lisboa,Misericrdia,38.71584,-9.15301,4,90,3,13,0.49,19,155,4,1,1,1.0,0,2.0,2.0,4,4.77,4.54,4.92,4.54,4.92,4.62
7875,13439,38046499,46170730,Lisboa,Santa Maria Maior,38.71382,-9.13198,4,125,2,10,0.36,13,254,0,1,1,1.0,0,1.0,2.0,5,5.0,5.0,5.0,4.9,5.0,4.8
7876,13440,38057664,36948366,Lisboa,Santa Maria Maior,38.71431,-9.1424,4,85,1,6,1.61,9,129,6,1,1,1.0,0,1.0,1.0,2,4.17,4.0,4.17,4.0,5.0,4.0
7877,13441,38062052,36948366,Lisboa,Santa Maria Maior,38.71351,-9.14091,4,89,1,9,2.03,9,123,9,1,1,1.0,0,1.0,1.0,2,4.33,4.33,4.56,4.56,4.78,4.11
7878,13442,38062404,2372087,Lisboa,Arroios,38.728,-9.13266,4,173,3,2,0.08,58,284,0,1,1,1.0,1,1.5,4.0,10,5.0,5.0,5.0,5.0,4.0,5.0
7879,13448,38125942,283777455,Lisboa,So Vicente,38.71793,-9.12779,4,95,1,33,1.2,1,325,12,1,1,1.0,0,2.5,3.0,6,4.55,4.7,4.64,4.7,4.67,4.45
7880,13449,38128649,175438977,Lourinh,Miragaia e Marteleira,39.23534,-9.26447,4,120,2,9,0.33,2,267,6,2,1,1.0,1,3.0,4.0,9,4.89,4.89,4.78,5.0,4.89,4.44
7881,13450,38130892,289180764,Lisboa,Misericrdia,38.70717,-9.14472,4,100,3,17,0.63,1,303,9,1,1,1.0,1,1.5,2.0,4,4.94,4.94,4.94,4.94,5.0,4.94
7882,13451,38143538,280923048,Lisboa,Santa Maria Maior,38.71516,-9.13365,3,82,2,10,0.36,6,250,1,1,1,0.92,1,1.0,1.0,4,4.8,5.0,5.0,5.0,4.9,4.7
7883,13452,38144479,29202743,Lisboa,Parque das Naes,38.76824,-9.09758,4,156,3,3,0.11,13,301,1,2,1,0.76,1,2.0,2.0,4,5.0,5.0,5.0,5.0,5.0,4.67
7884,13453,38144685,46170730,Lisboa,Santa Maria Maior,38.71256,-9.13144,4,102,2,36,1.31,13,286,10,1,1,1.0,0,1.0,1.0,2,4.81,4.81,4.89,4.94,4.94,4.72
7885,13454,38145336,46170730,Lisboa,Santa Maria Maior,38.713467,-9.130881,4,102,2,24,0.87,13,255,0,1,1,1.0,0,1.0,1.0,2,4.96,4.96,5.0,4.96,4.96,4.92
7886,13455,38145629,280923048,Lisboa,Santa Maria Maior,38.71516,-9.13365,3,107,2,9,0.33,6,292,5,1,1,0.92,1,1.0,1.0,4,4.89,4.89,4.89,5.0,5.0,4.78
7887,13456,38146053,280923048,Lisboa,Santa Maria Maior,38.71516,-9.13365,3,85,2,32,1.17,6,302,25,1,1,0.92,1,1.0,1.0,4,4.94,4.97,4.84,4.84,4.88,4.69
7888,13457,38146148,280923048,Lisboa,Santa Maria Maior,38.71516,-9.13365,3,76,2,27,0.98,6,259,18,1,1,0.92,1,1.0,1.0,4,4.74,4.74,4.74,4.96,4.74,4.7
7889,13459,38146322,289814563,Cadaval,Lamas e Cercal,39.23415,-9.06307,4,90,3,7,0.61,3,174,7,3,1,1.0,0,2.5,2.0,8,4.71,4.29,5.0,4.86,4.43,4.71
7890,13460,38153161,56873559,Lisboa,Misericrdia,38.71468,-9.14546,2,56,1,14,0.85,4,316,3,2,1,0.92,0,1.0,1.0,2,4.57,4.79,4.79,4.71,4.57,4.43
7891,13462,38156111,224362541,Cascais,Carcavelos e Parede,38.693,-9.35872,4,100,2,12,0.44,3,9,5,1,1,1.0,0,2.0,3.0,6,5.0,4.92,4.92,4.92,4.83,5.0
7892,13463,38156529,16857202,Lisboa,Santa Maria Maior,38.708862,-9.13946,4,91,3,33,1.2,4,163,7,1,1,1.0,0,1.0,2.0,6,4.79,4.85,4.94,4.94,4.94,4.79
7894,13465,38157697,80949229,Sintra,Agualva e Mira-Sintra,38.77588,-9.30229,2,31,3,3,0.18,1,143,2,2,0,1.0,0,1.0,1.0,2,5.0,5.0,5.0,4.67,4.0,5.0
7895,13466,38158908,23394145,Cascais,Cascais e Estoril,38.70348,-9.37803,4,80,2,16,0.59,1,355,7,1,0,0.71,0,1.0,2.0,6,4.56,4.31,4.94,4.94,4.56,4.56
7896,13467,38159910,10458021,Lisboa,Santa Maria Maior,38.71337,-9.13659,4,115,3,25,1.0,1,10,17,2,1,1.0,0,2.0,3.0,5,4.8,4.88,5.0,5.0,5.0,4.72
7897,13468,38161525,79740241,Sintra,Colares,38.82343,-9.46612,4,39,3,12,0.46,6,222,6,1,1,1.0,1,1.0,3.0,6,4.92,4.92,5.0,5.0,5.0,4.83
7898,13471,38183610,67511536,Lisboa,Parque das Naes,38.76326,-9.10076,4,130,2,1,0.06,1,342,0,3,0,0.67,0,2.5,3.0,6,5.0,5.0,5.0,5.0,5.0,5.0
7899,13473,38185004,290159529,Sintra,Colares,38.84015,-9.4609,4,140,2,46,1.68,5,291,24,1,1,1.0,1,1.0,1.0,4,4.96,4.78,4.98,5.0,5.0,4.83
